ticker,sector,industry,market_cap
CLS,Electronic technology,Electronic components,43326464814
CLSK,Technology services,Data processing services,4477820476
CLVT,Commercial services,Miscellaneous commercial services,1220903478
CLX,Consumer non-durables,Household/Personal care,10955473996
CM,Finance,Regional banks,105633605913
CMBT,Transportation,Marine shipping,4430892312
CMC,Non-energy minerals,Steel,8126936364
CMCSA,Consumer services,Cable/Satellite TV,79732140249
CME,Finance,Investment banks/Brokers,88850516342
CMG,Consumer services,Restaurants,39174697803
CMI,Producer manufacturing,Auto parts: OEM,100032407855
CMP,Process industries,Chemicals: specialty,1211337522
CMPS,Health technology,Biotechnology,1704081231
CMRE,Transportation,Marine shipping,1838978596
CMRE/PB,Transportation,Marine shipping,1838978596
CMRE/PC,Transportation,Marine shipping,1838978596
CMRE/PD,Transportation,Marine shipping,1838978596
CMS,Utilities,Electric utilities,22798266403
CMS/PC,Utilities,Electric utilities,22798266403
CNA,Finance,Multi-line insurance,12379517925
CNC,Health services,Managed health care,31444992924
CNH,Producer manufacturing,Trucks/Construction/Farm machinery,12870685702
CNI,Transportation,Railroads,69231253644
CNK,Consumer services,Movies/Entertainment,3925236613
CNL,Non-energy minerals,Other metals/Minerals,1191076617
CNM,Distribution services,Wholesale distributors,9143821385
CNO,Finance,Multi-line insurance,4803713885
CNOB,Finance,Regional banks,1644433671
CNOBP,Finance,Regional banks,1644433671
CNP,Utilities,Electric utilities,28207787910
CNQ,Energy minerals,Integrated oil,86939370282
CNR,Energy minerals,Coal,4139976708
CNS,Finance,Investment managers,3886777849
CNTA,Health technology,Pharmaceuticals: major,6217009901
CNX,Energy minerals,Oil & gas production,4697056431
CNXC,Technology services,Information technology services,1459845495
CNXN,Technology services,Information technology services,1747912855
COAG,Health technology,Biotechnology,1482429702
COCO,Consumer non-durables,Food: specialty/candy,4733495794
COF,Finance,Major banks,123635105792
COF/PI,Finance,Major banks,123635105792
COF/PJ,Finance,Major banks,123635105792
COF/PK,Finance,Major banks,123635105792
COF/PL,Finance,Major banks,123635105792
COF/PN,Finance,Major banks,123635105792
COGT,Health technology,Biotechnology,6123909010
COIN,Finance,Investment banks/Brokers,43428911240
COKE,Consumer non-durables,Beverages: non-alcoholic,11908352470
COLB,Finance,Regional banks,8936568488
COLD,Finance,Real estate investment trusts,3985725745
COLL,Health technology,Pharmaceuticals: major,1084909988
COLM,Consumer non-durables,Apparel/Footwear,3312900498
COMP,Finance,Real estate development,7406154277
CON,Health services,Medical/Nursing services,3645631207
COO,Health technology,Medical specialties,12758903090
COP,Energy minerals,Oil & gas production,133646842082
COR,Distribution services,Medical distributors,52780525657
CORT,Health technology,Pharmaceuticals: major,8556995381
CORZ,Technology services,Packaged software,9244104047
COST,Retail trade,Specialty stores,421903565342
COTY,Consumer non-durables,Household/Personal care,1681690853
CP,Transportation,Railroads,76052374353
CPA,Transportation,Airlines,6293787451
CPAC,Non-energy minerals,Construction materials,1082668321
CPAY,Commercial services,Miscellaneous commercial services,22691697112
CPB,Consumer non-durables,Food: specialty/candy,6083407137
CPK,Utilities,Gas distributors,2855846642
CPNG,Retail trade,Internet retail,31072560698
CPRI,Retail trade,Apparel/Footwear retail,2233932236
CPRT,Retail trade,Specialty stores,27292923287
CPRX,Health technology,Pharmaceuticals: major,3841532257
CPT,Finance,Real estate investment trusts,14736247419
CQP,Utilities,Gas distributors,28898032419
CR,Electronic technology,Aerospace & defense,12422830441
CRBG,Finance,Life/Health insurance,13286366640
CRC,Energy minerals,Integrated oil,4866848535
CRCL,Technology services,Packaged software,19873653187
CRDO,Technology services,Information technology services,56413289239
CRGY,Energy minerals,Integrated oil,3474247167
CRH,Non-energy minerals,Construction materials,74337271729
CRI,Retail trade,Apparel/Footwear retail,1531859341
CRK,Energy minerals,Oil & gas production,3950208875
CRL,Commercial services,Miscellaneous commercial services,8745333348
CRM,Technology services,Packaged software,122948276001
CRML,Non-energy minerals,Precious metals,1275681702
CRNX,Health technology,Pharmaceuticals: major,3730474687
CROX,Consumer non-durables,Apparel/Footwear,6151578534
CRS,Non-energy minerals,Other metals/Minerals,29203712974
CRSP,Health technology,Biotechnology,5242956365
CRUS,Electronic technology,Semiconductors,8345384706
CRVL,Finance,Insurance brokers/Services,2919812179
CRVS,Health technology,Pharmaceuticals: major,1056175756
CRWD,Technology services,Packaged software,171943262194
CRWV,Technology services,Packaged software,60716524872
CSAN,Utilities,Gas distributors,2795914155
CSCO,Electronic technology,Telecommunications equipment,479002568189
CSGP,Technology services,Internet software/Services,11932153650
CSIQ,Electronic technology,Semiconductors,1086423993
CSL,Producer manufacturing,Building products,14606272270
CSQ,Miscellaneous,Investment trusts,3273151700
CSTM,Non-energy minerals,Aluminum,4710805420
CSW,Process industries,Industrial specialties,4477413062
CSWC,Miscellaneous,Investment trusts,1441664937
CSX,Transportation,Railroads,85846019338
CTAS,Commercial services,Miscellaneous commercial services,67794762565
CTBI,Finance,Regional banks,1252570189
CTOS,Finance,Finance/Rental/Leasing,2592734184
CTRE,Finance,Real estate investment trusts,8856646783
CTRI,Utilities,Gas distributors,3113834357
CTRYQ,Finance,Real estate development,1141532511
CTS,Electronic technology,Electronic production equipment,1953181665
CTSH,Technology services,Information technology services,19821961061
CTVA,Process industries,Agricultural commodities/Milling,52743146186
CUBE,Finance,Real estate investment trusts,9167487854
CUBI,Finance,Regional banks,2577133575
CURB,Finance,Real estate investment trusts,3210506876
CURLD,Process industries,Agricultural commodities/Milling,2548540183
CUZ,Finance,Real estate investment trusts,4686108493
CVBF,Finance,Regional banks,3714381829
CVCO,Consumer durables,Homebuilding,4525553680
CVE,Energy minerals,Integrated oil,47959725301
CVI,Energy minerals,Oil refining/Marketing,2804803743
CVLG,Transportation,Trucking,1090659009
CVLT,Technology services,Packaged software,5197991902
CVNA,Retail trade,Specialty stores,73126037185
CVS,Retail trade,Drugstore chains,129251433923
CVSA,Consumer services,Other consumer services,4059204231
CVX,Energy minerals,Integrated oil,348649102210
CW,Electronic technology,Aerospace & defense,28955224945
CWAN,Technology services,Packaged software,7321917924
CWEN,Utilities,Alternative power generation,7609281515
CWK,Finance,Real estate development,2994360412
CWST,Industrial services,Environmental services,5380112116
CWT,Utilities,Water utilities,2705367399
CX,Non-energy minerals,Construction materials,18953165597
CXM,Technology services,Packaged software,1159473930
CXT,Producer manufacturing,Industrial machinery,2625082677
CXW,Commercial services,Miscellaneous commercial services,2932042749
CYD,Producer manufacturing,Auto parts: OEM,1832769971
CYTK,Health technology,Pharmaceuticals: major,9851325846
CZR,Consumer services,Casinos/Gaming,5966184940
D,Utilities,Electric utilities,59842032136
DAC,Transportation,Marine shipping,2318952210
DAKT,Producer manufacturing,Miscellaneous manufacturing,1008947509
DAL,Transportation,Airlines,56448951092
DAN,Producer manufacturing,Auto parts: OEM,3208953274
DAO,Technology services,Internet software/Services,1325081327
DAR,Consumer non-durables,Food: specialty/candy,8458113916
DASH,Transportation,Air freight/Couriers,74978483539
DAVE,Finance,Major banks,3937856474
DB,Finance,Investment banks/Brokers,67606641013
DBD,Electronic technology,Electronic equipment/Instruments,2870000973
DBRG,Finance,Investment managers,2953176376
DBRG/PH,Finance,Investment managers,2953176377
DBRG/PI,Finance,Investment managers,2953176377
DBRG/PJ,Finance,Investment managers,2953176377
DBX,Technology services,Packaged software,5805876730
DCH,Producer manufacturing,Auto parts: OEM,1462179019
DCI,Producer manufacturing,Auto parts: OEM,9962554954
DCO,Electronic technology,Aerospace & defense,2487608569
DCOM,Finance,Regional banks,1727484302
DCOM/P,Finance,Regional banks,1727484303
DD,Process industries,Chemicals: major diversified,19754108122
DDOG,Technology services,Packaged software,78798906997
DDS,Retail trade,Department stores,8893101688
DE,Producer manufacturing,Trucks/Construction/Farm machinery,161581858839
DEA,Finance,Real estate investment trusts,1104101669
DECK,Consumer non-durables,Apparel/Footwear,14661661946
DEI,Finance,Real estate investment trusts,1962927292
DELL,Electronic technology,Computer processing hardware,271441749931
DEO,Consumer non-durables,Beverages: alcoholic,44681425282
DFH,Consumer durables,Homebuilding,1321771565
DFTX,Health technology,Pharmaceuticals: major,3999478626
DG,Retail trade,Discount stores,24807173265
DGII,Electronic technology,Telecommunications equipment,2593157134
DGX,Health services,Services to the health industry,21428614424
DHC,Finance,Real estate investment trusts,2164435748
DHI,Consumer durables,Homebuilding,44221406690
DHR,Health technology,Medical specialties,126117650267
DHT,Transportation,Marine shipping,3183793321
DINO,Energy minerals,Oil refining/Marketing,11869334072
DIOD,Electronic technology,Semiconductors,5640175480
DIS,Consumer services,Movies/Entertainment,177905582768
DJT,Commercial services,Advertising/Marketing services,2248865042
DK,Energy minerals,Oil refining/Marketing,2628009963
DKL,Industrial services,Oil & gas pipelines,2634484341
DKNG,Consumer services,Movies/Entertainment,12725703908
DKS,Retail trade,Specialty stores,21352709335
DLB,Technology services,Packaged software,4958833031
DLO,Technology services,Packaged software,3601119168
DLR,Finance,Real estate investment trusts,68713939961
DLR/PJ,Finance,Real estate investment trusts,68713939961
DLR/PK,Finance,Real estate investment trusts,68713939961
DLR/PL,Finance,Real estate investment trusts,68713939961
DLX,Commercial services,Commercial printing/Forms,1018695367
DMLP,Miscellaneous,Investment trusts,1245473071
DMRA,Health technology,Pharmaceuticals: major,1470198098
DNLI,Health technology,Biotechnology,3816968934
DNN,Non-energy minerals,Other metals/Minerals,2959405544
DNP,Miscellaneous,Investment trusts,4047057540
DNTH,Health technology,Biotechnology,4776188933
DOC,Finance,Real estate investment trusts,14114264837
DOCN,Technology services,Packaged software,17349502109
DOCS,Technology services,Packaged software,3670241873
DOLE,Distribution services,Food distributors,1319854636
DOO,Producer manufacturing,Trucks/Construction/Farm machinery,4371292045
DORM,Consumer durables,Automotive aftermarket,3726981557
DOV,Producer manufacturing,Industrial machinery,30891326051
DOW,Process industries,Chemicals: specialty,22191630062
DOX,Technology services,Information technology services,5560344798
DPZ,Consumer services,Restaurants,9816853830
DRD,Non-energy minerals,Precious metals,1952846613
DRH,Finance,Real estate investment trusts,2512711848
DRI,Consumer services,Restaurants,24281420776
DRS,Electronic technology,Aerospace & defense,12001626650
DRVN,Consumer services,Other consumer services,2024009742
DSGX,Technology services,Packaged software,5695012545
DSL,Miscellaneous,Investment trusts,1235107720
DT,Technology services,Packaged software,11793106879
DTE,Utilities,Electric utilities,30544796412
DTM,Industrial services,Oil & gas pipelines,14796126464
DUK,Utilities,Electric utilities,96295718944
DUK/PA,Utilities,Electric utilities,96295718945
DUOL,Technology services,Packaged software,5928974541
DV,Technology services,Packaged software,1560730800
DVA,Health services,Medical/Nursing services,13461454890
DVN,Energy minerals,Integrated oil,49654001549
DX,Finance,Real estate investment trusts,2762537710
DX/PC,Finance,Real estate investment trusts,2762537710
DXC,Technology services,Data processing services,1342024520
DXCM,Health technology,Medical specialties,26652244906
DXPE,Distribution services,Wholesale distributors,2621173034
DY,Industrial services,Engineering & construction,14055022012
DYN,Health technology,Biotechnology,3450099082
E,Energy minerals,Oil refining/Marketing,72111025026
EA,Technology services,Packaged software,50895028223
EAT,Consumer services,Restaurants,7053326342
EBAY,Retail trade,Internet retail,46593361084
EBC,Finance,Regional banks,4793907777
EBRCZ,Health technology,Medical specialties,1182713052
EC,Energy minerals,Integrated oil,33267518177
ECG,Industrial services,Engineering & construction,8407063416
ECL,Process industries,Chemicals: specialty,75802375218
ECO,Transportation,Marine shipping,2108798515
ECPG,Finance,Finance/Rental/Leasing,1799922565
ECVT,Process industries,Chemicals: specialty,1410855440
ED,Utilities,Electric utilities,39403197427
EDN,Utilities,Electric utilities,1264087363
EDU,Consumer services,Other consumer services,7420338488
EE,Utilities,Gas distributors,4087546053
EEFT,Commercial services,Miscellaneous commercial services,2426525616
EFC,Finance,Real estate investment trusts,1667735214
EFC/PB,Finance,Real estate investment trusts,1667735214
EFC/PC,Finance,Real estate investment trusts,1667735214
EFC/PD,Finance,Real estate investment trusts,1667735214
EFSC,Finance,Regional banks,2314783835
EFSCP,Finance,Regional banks,2314783835
EFX,Commercial services,Financial publishing/Services,18276423784
EFXT,Producer manufacturing,Industrial machinery,3151768806
EG,Finance,Property/Casualty insurance,13426644031
EGO,Non-energy minerals,Precious metals,8448515611
EGP,Finance,Real estate investment trusts,10924137896
EHC,Health services,Medical/Nursing services,9788965385
EIX,Utilities,Electric utilities,27782121677
EL,Consumer non-durables,Household/Personal care,30582524687
ELAN,Health technology,Biotechnology,11936844890
ELE,Non-energy minerals,Precious metals,1027553183
ELF,Consumer non-durables,Household/Personal care,3755452632
ELPC,Utilities,Electric utilities,8540171788
ELS,Finance,Real estate investment trusts,12026066888
ELV,Health services,Managed health care,85740048030
ELVN,Health technology,Biotechnology,3283303201
EMA,Utilities,Electric utilities,15857855024
EMAT,Commercial services,Miscellaneous commercial services,4147515339
EMBJ,Electronic technology,Aerospace & defense,10956259218
EME,Industrial services,Engineering & construction,38613268183
EMN,Process industries,Chemicals: specialty,8228623040
EMO,Miscellaneous,Investment trusts,1200073076
EMR,Electronic technology,Electronic equipment/Instruments,84132621093
ENB,Industrial services,Oil & gas pipelines,119666570489
ENHA,Finance,Financial conglomerates,1623351413
ENIC,Utilities,Electric utilities,6227480621
ENLT,Utilities,Alternative power generation,11941549275
ENOV,Health technology,Medical specialties,1226083400
ENPH,Producer manufacturing,Electrical products,6907544573
ENR,Consumer non-durables,Household/Personal care,1444105868
ENS,Producer manufacturing,Electrical products,8506450056
ENSG,Health services,Medical/Nursing services,9163069778
ENTG,Producer manufacturing,Industrial machinery,28060000000
ENVA,Finance,Finance/Rental/Leasing,5094933996
ENVX,Producer manufacturing,Electrical products,1537981810
EOG,Energy minerals,Integrated oil,70749041841
EOS,Miscellaneous,Investment trusts,1153004510
EOSE,Producer manufacturing,Electrical products,2492033090
EPAC,Producer manufacturing,Industrial machinery,1866378034
EPAM,Technology services,Information technology services,3972667996
EPC,Consumer non-durables,Household/Personal care,1046967684
EPD,Industrial services,Oil & gas pipelines,78795332909
EPR,Finance,Real estate investment trusts,4440505094
EPR/PC,Finance,Real estate investment trusts,4440505094
EPR/PE,Finance,Real estate investment trusts,4440505094
EPR/PG,Finance,Real estate investment trusts,4440505094
EPRT,Finance,Real estate investment trusts,6370605678
EQH,Finance,Life/Health insurance,12662741523
EQH/PA,Finance,Life/Health insurance,12662741523
EQH/PC,Finance,Life/Health insurance,12662741523
EQIX,Finance,Real estate investment trusts,110058742354
EQPT,Technology services,Internet software/Services,6562847482
EQR,Finance,Real estate investment trusts,24252503825
EQT,Energy minerals,Integrated oil,32424781033
EQX,Non-energy minerals,Precious metals,8088338042
ERAS,Health technology,Pharmaceuticals: major,4689646652
ERIC,Electronic technology,Telecommunications equipment,38650034028
ERIE,Finance,Property/Casualty insurance,9856618069
ERO,Non-energy minerals,Other metals/Minerals,3175264301
EROK,Finance,Real estate development,2799064817
ES,Utilities,Electric utilities,26370731831
ESAB,Producer manufacturing,Industrial machinery,6226981230
ESBA,Finance,Real estate investment trusts,1417411435
ESE,Electronic technology,Electronic equipment/Instruments,9145490776
ESI,Process industries,Chemicals: major diversified,11958677890
ESLT,Electronic technology,Aerospace & defense,36289754976
ESNT,Finance,Specialty insurance,5430568218
ESS,Finance,Real estate investment trusts,17754545863
ESTA,Health technology,Medical specialties,2532779404
ESTC,Technology services,Packaged software,6105079160
ET,Industrial services,Oil & gas pipelines,65003494803
ET/PI,Industrial services,Oil & gas pipelines,65003494804
ETG,Miscellaneous,Investment trusts,1764562328
ETN,Producer manufacturing,Electrical products,169213368206
ETR,Utilities,Electric utilities,51374902143
ETSY,Retail trade,Internet retail,6883772800
ETV,Miscellaneous,Investment trusts,1727974000
ETW,Miscellaneous,Investment trusts,1009302930
ETY,Miscellaneous,Investment trusts,2266453780
EVCM,Technology services,Packaged software,1541240594
EVR,Finance,Investment banks/Brokers,14468813729
EVRG,Utilities,Electric utilities,19190209831
EVT,Miscellaneous,Investment trusts,1986565620
EVTC,Commercial services,Miscellaneous commercial services,1552832672
EVV,Miscellaneous,Investment trusts,1070229630
EW,Health technology,Medical specialties,49449701370
EWBC,Finance,Regional banks,17690327929
EWTX,Health technology,Biotechnology,3927144863
EXC,Utilities,Electric utilities,47006180082
EXE,Energy minerals,Integrated oil,21157400195
EXEL,Health technology,Pharmaceuticals: major,12907082565
EXG,Miscellaneous,Investment trusts,2921688800
EXK,Non-energy minerals,Precious metals,2531388466
EXLS,Technology services,Data processing services,3912771281
EXP,Non-energy minerals,Construction materials,6905139602
EXPD,Transportation,Air freight/Couriers,21338573317
EXPE,Consumer services,Other consumer services,28567548102
EXPO,Industrial services,Engineering & construction,2710344560
EXR,Finance,Real estate investment trusts,30860998583
EYE,Retail trade,Specialty stores,1358778498
EYPT,Health technology,Pharmaceuticals: major,1151140919
F,Consumer durables,Motor vehicles,56224011954
FA,Technology services,Packaged software,2766892446
FAC,Finance,Financial conglomerates,1498325389
FAF,Finance,Specialty insurance,6957731980
FANG,Energy minerals,Oil & gas production,52830643101
FAST,Distribution services,Wholesale distributors,52947374550
FBAK,Finance,Major banks,1074858286
FBIN,Producer manufacturing,Building products,4929203717
FBK,Finance,Major banks,2772992622
FBNC,Finance,Regional banks,2515625249
FBP,Finance,Regional banks,3981575306
FBYD,Industrial services,Engineering & construction,1971398383
FCEL,Electronic technology,Electronic equipment/Instruments,1648963214
FCELB,Electronic technology,Electronic equipment/Instruments,1648963214
FCF,Finance,Regional banks,2003183858
FCFS,Finance,Finance/Rental/Leasing,10033779717
FCN,Commercial services,Miscellaneous commercial services,4250310059
FCNCA,Finance,Regional banks,23932568294
FCNCB,Finance,Regional banks,23932568294
FCNCN,Finance,Regional banks,23932568294
FCNCO,Finance,Regional banks,23932568294
FCNCP,Finance,Regional banks,23932568294
FCPT,Finance,Real estate investment trusts,2677880412
FCX,Non-energy minerals,Other metals/Minerals,99493513441
FDP,Process industries,Agricultural commodities/Milling,1279810806
FDS,Commercial services,Financial publishing/Services,7964573344
FDX,Transportation,Air freight/Couriers,78449127134
FDXF,Transportation,Trucking,23964957504
FE,Utilities,Electric utilities,27047442567
FELE,Producer manufacturing,Industrial machinery,4615275904
FER,Industrial services,Engineering & construction,50822164160
FERG,Distribution services,Wholesale distributors,46017569417
FFBC,Finance,Regional banks,3351444284
FFIN,Finance,Major banks,4741199305
FFIV,Technology services,Packaged software,22075158026
FG,Finance,Multi-line insurance,3619489759
FHB,Finance,Regional banks,3447532088
FHI,Finance,Investment managers,4557795936
FHN,Finance,Regional banks,11775267311
FHN/PE,Finance,Regional banks,11775267311
FHN/PF,Finance,Regional banks,11775267311
FHN/PH,Finance,Regional banks,11775267311
FIBK,Finance,Regional banks,3566115157
FICO,Commercial services,Financial publishing/Services,25297799816
FIG,Technology services,Packaged software,10081425233
FIGS,Consumer non-durables,Apparel/Footwear,1864247305
FINN,Finance,Major banks,5624000056
FINV,Finance,Finance/Rental/Leasing,1150754926
FIS,Technology services,Packaged software,19496682184
FISK,Finance,Real estate investment trusts,1417411435
FISV,Commercial services,Miscellaneous commercial services,25158925219
FITB,Finance,Regional banks,48587364597
FITB/PA,Finance,Regional banks,48587364597
FITB/PI,Finance,Regional banks,48587364597
FITB/PK,Finance,Regional banks,48587364597
FITB/PM,Finance,Regional banks,48587364597
FIVE,Retail trade,Discount stores,10696885857
FIVN,Technology services,Packaged software,1440934226
FIX,Industrial services,Engineering & construction,72746167578
FIZZ,Consumer non-durables,Beverages: non-alcoholic,3171319227
FLEX,Electronic technology,Electronic production equipment,57085344330
FLG,Finance,Major banks,6264731210
FLG/PA,Finance,Major banks,6264731210
FLNC,Producer manufacturing,Electrical products,4642785943
FLNG,Transportation,Marine shipping,1612491687
FLO,Consumer non-durables,Food: specialty/candy,1558150296
FLOC,Industrial services,Oilfield services/Equipment,2083365234
FLR,Industrial services,Engineering & construction,7600835232
FLS,Producer manufacturing,Industrial machinery,10426497097
FLUT,Consumer services,Casinos/Gaming,16951851445
FLY,Electronic technology,Aerospace & defense,4756251654
FMBH,Finance,Regional banks,1226455976
FMBL,Finance,Regional banks,1086047940
FMC,Process industries,Chemicals: agricultural,1379249663
FMCC,Finance,Finance/Rental/Leasing,3815849602
FMCCG,Finance,Finance/Rental/Leasing,3815849603
FMCCH,Finance,Finance/Rental/Leasing,3815849603
FMCCI,Finance,Finance/Rental/Leasing,3815849603
FMCCJ,Finance,Finance/Rental/Leasing,3815849603
FMCCK,Finance,Finance/Rental/Leasing,3815849603
FMCCL,Finance,Finance/Rental/Leasing,3815849603
FMCCM,Finance,Finance/Rental/Leasing,3815849603
FMCCN,Finance,Finance/Rental/Leasing,3815849603
FMCCO,Finance,Finance/Rental/Leasing,3815849603
FMCCP,Finance,Finance/Rental/Leasing,3815849603
FMCCS,Finance,Finance/Rental/Leasing,3815849603
FMCCT,Finance,Finance/Rental/Leasing,3815849603
FMCKI,Finance,Finance/Rental/Leasing,3815849603
FMCKJ,Finance,Finance/Rental/Leasing,3815849603
FMCKK,Finance,Finance/Rental/Leasing,3815849603
FMCKL,Finance,Finance/Rental/Leasing,3815849603
FMCKM,Finance,Finance/Rental/Leasing,3815849603
FMCKN,Finance,Finance/Rental/Leasing,3815849603
FMCKO,Finance,Finance/Rental/Leasing,3815849603
FMCKP,Finance,Finance/Rental/Leasing,3815849603
FMS,Health services,Medical/Nursing services,12525585668
FMX,Consumer non-durables,Beverages: non-alcoholic,25209503678
FN,Electronic technology,Semiconductors,22110174364
FNB,Finance,Major banks,6535497939
FND,Retail trade,Home improvement chains,5489020639
FNF,Finance,Specialty insurance,12634254170
FNMA,Finance,Finance/Rental/Leasing,7353856445
FNMAG,Finance,Finance/Rental/Leasing,7353856445
FNMAH,Finance,Finance/Rental/Leasing,7353856445
FNMAI,Finance,Finance/Rental/Leasing,7353856445
FNMAJ,Finance,Finance/Rental/Leasing,7353856445
FNMAK,Finance,Finance/Rental/Leasing,7353856445
FNMAL,Finance,Finance/Rental/Leasing,7353856445
FNMAM,Finance,Finance/Rental/Leasing,7353856445
FNMAN,Finance,Finance/Rental/Leasing,7353856445
FNMAO,Finance,Finance/Rental/Leasing,7353856445
FNMAP,Finance,Finance/Rental/Leasing,7353856445
FNMAS,Finance,Finance/Rental/Leasing,7353856445
FNMAT,Finance,Finance/Rental/Leasing,7353856445
FNMFM,Finance,Finance/Rental/Leasing,7353856445
FNMFN,Finance,Finance/Rental/Leasing,7353856445
FNMFO,Finance,Finance/Rental/Leasing,7353856445
FNV,Non-energy minerals,Precious metals,42569002584
FOR,Finance,Real estate development,1480273532
FORM,Electronic technology,Semiconductors,12212395016
FOUR/PA,Commercial services,Miscellaneous commercial services,3059716361
FOX,Consumer services,Broadcasting,19755792914
FOXA,Consumer services,Broadcasting,19755792914
FPF,Miscellaneous,Investment trusts,1089175620
FPS,Producer manufacturing,Electrical products,18825882041
FR,Finance,Real estate investment trusts,8648477881
FRBP,Finance,Financial conglomerates,1149589968
FREGP,Finance,Finance/Rental/Leasing,3815849603
FREJP,Finance,Finance/Rental/Leasing,3815849603
FRHC,Finance,Investment banks/Brokers,8717643883
FRME,Finance,Major banks,2595906707
FRMEP,Finance,Major banks,2595906707
FRMI,Finance,Real estate investment trusts,5719041460
FRO,Transportation,Marine shipping,9256660352
FROG,Technology services,Packaged software,9676255003
FRPT,Consumer non-durables,Food: specialty/candy,2502350671
FRSH,Technology services,Packaged software,2566547148
FRT,Finance,Real estate investment trusts,10579367705
FRT/PC,Finance,Real estate investment trusts,10579367705
FRVO,Utilities,Alternative power generation,10692106517
FSK,Miscellaneous,Investment trusts,2837073036
FSLY,Technology services,Information technology services,2687105012
FSM,Non-energy minerals,Precious metals,2741764203
FSS,Consumer durables,Motor vehicles,7164105364
FSUN,Finance,Major banks,1589341986
FSV,Finance,Real estate development,6002919099
FTAI,Electronic technology,Aerospace & defense,27907695645
FTAIM,Electronic technology,Aerospace & defense,27907695645
FTI,Industrial services,Oilfield services/Equipment,26868521087
FTNT,Technology services,Information technology services,106519747007
FTRE,Commercial services,Miscellaneous commercial services,1471976016
FTS,Utilities,Electric utilities,28514691999
FTV,Electronic technology,Electronic equipment/Instruments,18800778727
FUL,Process industries,Industrial specialties,3504077695
FULT,Finance,Major banks,4405629120
FULTP,Finance,Major banks,4405629120
FUN,Consumer services,Movies/Entertainment,2321051588
FWONA,Technology services,Internet software/Services,22213820550
FWONK,Technology services,Internet software/Services,22213820550
G,Commercial services,Miscellaneous commercial services,4764828254
GAB,Miscellaneous,Investment trusts,1733367290
GABC,Finance,Regional banks,1702414780
GAM,Miscellaneous,Investment trusts,1486792857
GAP,Retail trade,Apparel/Footwear retail,7422766104
GATX,Transportation,Railroads,6381125000
GBCI,Finance,Regional banks,6367880120
GBDC,Finance,Financial conglomerates,3201485729
GBTG,Consumer services,Other consumer services,4896471386
GBX,Producer manufacturing,Trucks/Construction/Farm machinery,1553117388
GCMG,Finance,Investment managers,2450854326
GCT,Distribution services,Wholesale distributors,1225759102
GD,Electronic technology,Aerospace & defense,92854901195
GDDY,Technology services,Data processing services,9929414449
GDS,Technology services,Data processing services,5909613941
GDV,Miscellaneous,Investment trusts,2533319311
GE,Electronic technology,Aerospace & defense,370509929876
GEF,Process industries,Containers/Packaging,3555174570
GEF.B,Process industries,Containers/Packaging,3555174570
GEHC,Health technology,Medical specialties,27584637545
GEL,Process industries,Chemicals: specialty,1740218007
GEN,Technology services,Packaged software,13862004152
GENB,Health technology,Biotechnology,2036978704
GENI,Technology services,Internet software/Services,1589176789
GEO,Commercial services,Miscellaneous commercial services,3964454560
GEV,Producer manufacturing,Electrical products,303005976992
GFF,Producer manufacturing,Building products,4101853126
GFI,Non-energy minerals,Precious metals,31047347702
GFL,Industrial services,Environmental services,12554114669
GFS,Electronic technology,Semiconductors,49202000239
GGAL,Finance,Regional banks,8970702343
GGB,Non-energy minerals,Steel,7901627432
GGG,Producer manufacturing,Industrial machinery,12532256884
GH,Health technology,Medical specialties,17082847233
GHC,Consumer services,Other consumer services,4912358532
GHM,Producer manufacturing,Industrial machinery,1261590876
GHRS,Health technology,Pharmaceuticals: major,1514427999
GIB,Technology services,Information technology services,12830896701
GIC,Retail trade,Internet retail,1254963951
GIII,Consumer non-durables,Apparel/Footwear,1440808189
GIL,Consumer non-durables,Apparel/Footwear,9646076332
GILD,Health technology,Biotechnology,155034827360
GIS,Consumer non-durables,Food: major diversified,17792931734
GKOS,Health technology,Medical specialties,7705301745
GL,Finance,Multi-line insurance,13358781218
GLBE,Retail trade,Internet retail,5338906909
GLNG,Industrial services,Oil & gas pipelines,5155655144
GLOB,Technology services,Information technology services,1294091203
GLP,Distribution services,Wholesale distributors,1464887575
GLP/PB,Distribution services,Wholesale distributors,1464887575
GLPI,Finance,Real estate investment trusts,12515572379
GLUE,Health technology,Biotechnology,1577230844
GLW,Electronic technology,Electronic components,180587634797
GLXY,Finance,Investment banks/Brokers,12913490839
GM,Consumer durables,Motor vehicles,72520929185
GMAB,Health technology,Biotechnology,15075659067
GME,Retail trade,Electronics/Appliance stores,9485332829
GMED,Health technology,Medical specialties,10743406412
GNK,Transportation,Marine shipping,1027111038
GNL,Finance,Real estate investment trusts,1924337618
GNL/PA,Finance,Real estate investment trusts,1924337618
GNL/PB,Finance,Real estate investment trusts,1924337618
GNL/PD,Finance,Real estate investment trusts,1924337618
GNL/PE,Finance,Real estate investment trusts,1924337618
GNRC,Producer manufacturing,Electrical products,17398049908
GNTX,Producer manufacturing,Auto parts: OEM,5472862534
GNW,Finance,Multi-line insurance,3424102506
GOF,Miscellaneous,Investment trusts,1744240440
GOLD,Finance,Investment banks/Brokers,1212672898
GOLF,Consumer durables,Recreational products,6270553455
GOOG,Technology services,Internet software/Services,4231852498203
GOOGL,Technology services,Internet software/Services,4231852498203
GOOGM,Technology services,Internet software/Services,4231852498203
